Pitcher_ID,Throwing_Hand,Throw_Cutter,Throw_Sinker,Count_Pitches,Max_Velocity,Max_Break,Diff_Velocity,Diff_Spin,Sim,Strikeout_Rate
1431,Right,Yes,Yes,3,94.527,10.099,13.549,1661.22,0.78665391,8.55
1432,Right,No,No,3,91.333,9.516,8.573,1200.41,0.02884592,8.94
1433,Right,No,No,3,90.982,8.736,7.161,998.231,0.0851979,7.52
1434,Right,Yes,Yes,2,91.942,11.202,13.158,1411.88,0.51917279,9.75
1435,Right,No,No,6,90.841,12.232,12.162,1121.88,0.93891854,6.81
1436,Right,No,No,3,90.573,11.626,13.249,1081.52,0.46475634,6.85
1437,Right,No,No,4,93.885,10.645,12.815,1094.59,0.42145615,4.7
1438,Right,No,No,3,94.5,8.268,10.048,1405.31,0.39539681,7.58
1439,Right,No,No,4,90.557,11.413,12.027,1210.93,0.28233172,8.94
1440,Right,No,No,5,90.431,12.938,16.22,928.249,0.94105089,7.76
1441,Left,No,No,5,94.352,12.088,14.923,1167.87,0.21080167,7.42
1442,Right,No,No,3,90.659,11.781,13.866,903.4,0.19603936,9.27
1443,Right,No,No,3,94.957,10.763,12.307,1150.32,0.28642469,10
1444,Left,No,No,4,93.774,11.566,15.273,1214.37,0.04651468,6.43
1445,Right,No,No,3,89.534,10.211,11.635,1095.34,0.47849083,6.36
1446,Right,No,No,4,93.206,11.623,13.478,1203.1,0.36660609,7.12
1447,Left,No,No,4,94.233,9.359,10.421,1473.58,0.42797565,7.59
1448,Right,No,No,2,93.499,9.12,9.444,1420.52,0.28015653,5.79
1449,Right,No,Yes,3,92.883,10.054,11.308,1746.35,0.94394782,9.54
1450,Right,Yes,No,5,90.747,12.756,15.036,755.624,0.95122616,8.7
1451,Right,No,No,4,90.278,11.425,13.83,1284.05,0.35370865,7.5
1452,Right,No,No,4,90.234,13.625,16.605,785.841,0.34076859,7.78
1453,Right,No,No,3,90.866,13.621,15.352,1422.75,0.59295391,8.46
1454,Left,No,No,3,97.073,11.957,13.484,1007.76,0.08004428,11.12
1455,Left,No,No,4,92.481,10.627,12.379,1471.91,0.0058499,8.25
1456,Left,No,No,2,96.38,8.894,9.602,1078.86,0.12951542,10.5
1457,Right,No,No,4,92.826,10.231,9.814,1364.53,0.9423843,9.65
1458,Right,No,No,4,96.235,11.201,15.121,1581.58,0.97862629,9.34
1459,Right,No,No,4,91.703,11.399,14.217,1160.68,0.78220344,6.59
1460,Right,No,No,5,92.499,9.706,11.915,1769.62,0.44057839,7.66
1461,Left,No,No,4,94.884,10.92,13.576,708.906,0.9078057,8.77
1462,Right,No,Yes,4,92.425,12.017,12.779,972.08,0.3772231,7.26
1463,Right,No,No,4,93.738,8.927,12.025,1653,0.82792099,8.42
1464,Right,No,No,5,92.984,12.795,14.739,1048.03,0.45241484,9.15
1465,Right,Yes,No,3,94.722,9.133,10.151,1641.72,0.36910255,9.72
1466,Left,No,No,3,93.676,11.54,10.636,1091.05,0.90414673,7.95
1467,Right,No,No,3,93.833,10.965,13.069,990.801,0.70839761,9.12
1468,Right,Yes,No,2,93.185,9.128,10.616,1023.39,0.1854184,10.4
1469,Right,No,No,4,92.366,13.374,18.242,1644.55,0.14077436,7.38
1470,Left,No,No,4,93.191,8.912,5.715,1117.04,0.29751468,8.16
1471,Right,No,No,4,94.6,11.419,15.092,1154.27,0.58133509,7.24
1472,Right,No,No,2,92.088,11.625,13.409,1265,0.26751454,12.18
1473,Right,No,No,5,94.576,12.924,15.322,1315.2,0.66043099,7.93
1474,Right,No,No,3,93.232,10.33,9.432,1150.24,0.48294607,9.03
1475,Left,No,No,3,93.958,9.729,8.4,1256.24,0.6638388,8.31
1476,Left,No,No,5,93.453,13.237,17.309,586.601,0.45655411,9
1477,Right,No,No,5,91.885,11.946,12.932,1171.56,0.61542077,7.73
1478,Left,No,No,3,92.613,9.007,9.635,1388.58,0.44023508,9.22
1479,Right,Yes,No,4,91.381,12.04,14.409,907.079,0.92411935,8.2
1480,Right,Yes,Yes,4,90.46,13.335,14.39,1244.13,0.18575777,8.12
1481,Right,No,No,2,91.542,9.924,10.452,1154.46,0.63441491,7.96
1482,Right,No,No,5,91.184,15.88,20.508,1154.61,0.79318049,6.89
1483,Right,No,Yes,3,92.656,8.072,8.72,1402.67,0.11404038,8.99
1484,Left,No,No,5,96.574,10.785,13.966,1416.8,0.57044155,9.33
1485,Right,No,No,4,90.91,10.903,12.95,1574.73,0.61953989,9.42
1486,Left,No,No,5,92.956,11.837,10.657,1074.38,0.44935995,8.56
1487,Right,No,No,3,92.439,11.656,13.531,1307.4,0.88106251,8.54
1488,Right,No,No,3,93.17,11.23,10.185,1325.46,0.47359865,7.43
1489,Right,Yes,No,2,92.32,12.508,16.048,1422.48,0.5121725,11.19
1490,Right,Yes,No,3,93.025,8.883,9.577,1842.02,0.28521982,9.16
1491,Right,No,No,4,92.695,10.827,11.664,1401.09,0.55606417,8.37
1492,Right,No,No,4,94.01,9.59,12.533,1389.46,0.67094451,8.56
1493,Right,No,No,4,91.56,10.975,10.565,958.966,0.89285575,7.41
1494,Right,No,No,4,91.286,11.69,11.169,778.702,0.46626459,7.04
1495,Right,No,Yes,4,89.901,12.765,13.923,668.043,0.13025653,8.4
1496,Left,No,No,5,92.641,11.743,13.034,1512.98,0.75453099,6.28
1497,Left,No,No,5,90.788,11.77,13.193,1036.38,0.4370502,6.7
1498,Right,Yes,No,4,92.627,11.447,14.142,1620.59,0.04764093,8.46
1499,Right,Yes,Yes,3,92.104,9.673,10.145,1528.97,0.59396405,9.85
1500,Left,No,No,5,93.327,11.553,12.579,1229.44,0.62532232,6.71
1501,Right,No,No,5,94.237,10.241,11.535,1131.63,0.1789332,8.01
1502,Right,Yes,No,4,91.014,11.696,12.826,853.238,0.18872043,6.23
1503,Right,Yes,Yes,3,93.331,12.498,18.542,1373.35,0.40938175,8.86
1504,Right,No,No,2,93.424,9.084,10.469,1357.03,0.49720019,7.85
1505,Left,No,No,3,93.624,11.002,10.668,993.982,0.49507954,6.83
1506,Right,No,No,2,94.171,9.876,11.548,1092.23,0.51360511,9.4
1507,Right,No,No,4,96.239,10.243,11.008,1099.05,0.54432838,7.91
1508,Right,No,No,4,91.481,15.53,17.698,970.942,0.68196896,8.82
1509,Right,Yes,No,3,97.544,8.223,9.927,1599.47,0.24731766,11.23
1510,Right,No,No,3,94.346,9.075,9.509,1736.87,0.31567262,9.53
1511,Right,No,No,4,91.395,8.72,11.567,1277.29,0.69617694,10.36
1512,Right,Yes,No,4,91.808,11.37,11.043,1209.42,0.4137196,8.69
1513,Right,Yes,No,3,94.646,11.496,14.216,1230.86,0.90575784,9.42
1514,Right,No,No,3,90.058,11.226,10.778,1336.86,0.48376325,9.22
1515,Right,No,No,4,95.432,10.897,12.287,1477.42,0.0167696,8.86
1516,Right,Yes,Yes,3,92.81,9.757,11.878,1179.7,0.57626018,8.44
1517,Right,No,Yes,3,93.123,9.661,9.129,1436.21,0.00112114,8.29
1518,Left,No,No,4,93.726,8.886,8.706,1149.98,0.90109947,9.05
1519,Left,No,No,4,94.025,9.252,9.653,1229.91,0.89079734,8.96
1520,Right,No,No,3,91.601,10.959,13.387,1035.71,0.73552272,7.11
1521,Left,No,No,3,95.109,10.652,11.486,753.583,0.69058796,9.55
1522,Right,No,No,4,93.51,10.042,11.151,1173.05,0.49851137,8.43
1523,Left,No,No,5,92.033,12.487,15.229,1430.59,0.53797344,7.6
1524,Right,No,No,5,94.687,10.912,13.087,1457.3,0.50984513,7.4
1525,Left,No,No,5,94.776,10.793,11.724,1111.58,0.55181849,7.33
1526,Right,Yes,No,3,94.343,10.461,12.509,1765.18,0.05820809,9.52
1527,Right,No,No,3,91.053,10.948,11.217,1499.87,0.80973121,8.81
1528,Right,No,Yes,4,91.702,11.281,9.755,1122.28,0.09916535,6.98
1529,Right,Yes,Yes,2,93.689,6.362,7.736,1688.26,0.21683704,11.3
1530,Right,No,No,5,92.765,11.543,13.685,1353.87,0.71173358,6.19
1531,Right,No,No,6,92.943,12.072,12.749,1262.07,0.50511368,6.56
1532,Right,No,No,2,93.456,8.006,9.619,1730.29,0.13171225,10
1533,Right,No,No,4,92.368,8.386,7.051,1247.13,0.39427565,9.47
1534,Right,No,No,4,91.952,11.244,11.881,1572.84,0.32284765,6.66
1535,Right,No,No,4,90.067,10.521,7.313,1573.79,0.51136211,6.63
1536,Left,No,No,6,91.626,12.449,14.477,842.116,0.82415503,6.29
1537,Left,No,No,5,92.307,12.238,13.459,956.486,0.24344756,6.5
1538,Left,No,No,2,94.368,10.681,11.007,826.73,0.2629768,10.9
1539,Left,No,No,5,89.921,11.746,13.68,1066.07,0.85743851,5.84
1540,Right,Yes,No,3,93.425,10.371,11.155,1125.25,0.11182963,9.23
1541,Right,Yes,Yes,4,92.283,13.438,15.476,1083.11,0.10777021,9.04
1542,Right,No,No,3,92.427,10.503,12.362,1674.79,0.37469037,7.88
1543,Right,No,No,2,95.906,10.04,12.594,1373.07,0.97731014,10.46
1544,Left,No,No,3,93.256,9.297,8.372,1316.63,0.17385656,8.01
1545,Left,No,No,3,96.819,11.157,12.56,934.292,0.97043062,10.33
1546,Right,No,No,4,92.842,11.453,13.026,1378.71,0.03717297,8.88
1547,Right,Yes,No,3,87.489,11.417,8.57,1215.09,0.26195525,8.15
1548,Left,No,No,4,93.072,10.232,12.925,1169.16,0.04756376,8.72
1549,Right,Yes,No,4,92.052,12.732,14.981,1399.05,0.11113155,9.76
1550,Right,No,No,3,93.924,9.046,11.099,1365.78,0.63557065,8.2
1551,Right,No,No,4,94.35,9.024,7.885,1266.08,0.30321564,8.68
1552,Left,No,No,3,95.657,8.781,11.562,1329.22,0.90092609,9.3
1553,Right,Yes,No,3,90.739,13.376,13.648,1071.23,0.53334727,9.27
1554,Left,No,No,4,88.577,12.358,12.037,985.335,0.57348622,7.34
1555,Left,No,No,3,90.586,10.672,11.189,1289.15,0.56680617,8.17
1556,Right,No,No,4,93.989,11.547,14.644,945.183,0.56780495,8.02
1557,Right,No,Yes,2,91.435,10.375,9.964,1486.25,0.61945325,5.57
1558,Right,No,Yes,4,90.851,12.454,13.061,946.456,0.78111634,6.24
1559,Left,No,No,4,93.776,10.931,11.361,1424.37,0.43249072,8
1560,Right,No,No,3,93.473,12.426,15.547,1075.46,0.43849601,8.01
1561,Right,Yes,Yes,3,92.293,7.119,7.099,1843.25,0.75117716,8.99
1562,Left,No,No,6,94.646,11.69,15.321,930.33,0.12166901,6.77
1563,Right,No,No,3,92.002,11.537,11.576,546.466,0.01506458,8.69
1564,Right,No,No,2,94.517,9.312,11.158,1029.25,0.82635244,9.79
1565,Right,Yes,Yes,3,91.975,12.738,14.909,1083.66,0.58795958,10.12
1566,Right,Yes,No,2,90.093,12.021,9.932,1034.34,0.20540513,9.29
1567,Left,No,No,4,93.169,10.617,11.653,1247.03,0.45159353,9.02
1568,Left,No,No,5,93.602,10.362,10.33,1060.73,0.12646357,8.33
1569,Left,No,No,4,93.477,10.109,11.812,868.895,0.09819474,6.69
1570,Left,No,No,4,95.129,8.914,11.977,1263.4,0.9337125,11.14
1571,Right,Yes,Yes,3,93.054,11.269,14.18,1216.91,0.90312459,9.15
1572,Right,Yes,Yes,4,90.845,13.504,17.03,811.231,0.24447596,7.49
1573,Right,No,No,3,90.109,9.769,11.523,1564.43,0.19371888,9.52
1574,Right,No,No,4,92.28,11.04,12.6,1415.59,0.17068149,7.01
1575,Right,No,No,4,91.627,11.901,11.119,1135.67,0.99836148,6.96
1576,Right,No,No,3,92.821,11.992,14.865,816.185,0.30230799,7.8
1577,Left,No,No,5,91.877,11.631,13.012,1375.63,0.74417963,6.89
1578,Right,No,No,5,92.196,12.379,13.28,1013.39,0.17804102,6.26
1579,Right,Yes,No,3,94.215,9.355,10.98,1490.15,0.00670589,10.37
1580,Right,No,No,4,91.488,10.865,11.943,1277.76,0.45069985,6.6
1581,Left,No,No,4,94.927,11.162,14.389,1046,0.21028596,7.93
1582,Right,No,No,4,94.102,10.44,11.665,861.13,0.99755528,10
1583,Right,Yes,Yes,2,93.527,7.943,8.063,1685.29,0.74209229,9.97
1584,Left,No,No,4,96.237,10.148,13.974,1420.04,0.82188258,8.22
1585,Right,No,No,3,90.39,10.138,9.648,1197.23,0.5800346,7.69
1586,Right,No,No,6,90.853,12.223,12.235,1291.58,0.72751862,5.78
1587,Right,No,No,4,91.364,11.548,12.298,1243.5,0.55565069,7.25
1588,Right,No,No,5,93.388,13.039,14.347,926.61,0.91696144,6.84
1589,Right,Yes,Yes,3,95.094,9.295,9.351,1178.74,0.72887028,11.76
1590,Right,Yes,Yes,5,92.488,12.788,16.343,1162.93,0.16268689,7.9
1591,Left,No,No,5,91.16,12.476,14.348,1062.52,0.47343301,8.3
1592,Right,Yes,No,3,91.383,10.445,12.221,1381.16,0.05011948,9.16
1593,Right,No,Yes,4,93.07,10.333,12.034,602.36,0.00493248,8.5
1594,Right,Yes,No,3,94.614,9.916,10.993,1408.4,0.19579273,10.33
1595,Right,Yes,No,4,92.341,12.079,13.946,1237.79,0.18555473,8.1
1596,Right,Yes,Yes,3,93.595,12.292,15.002,1504.12,0.50020203,10
1597,Right,No,No,4,89.423,12.686,13.454,760.181,0.16174507,8.24
1598,Right,No,No,3,94.451,7.995,8.135,1266.57,0.12465699,7.69
1599,Right,Yes,No,4,91.843,11.502,14.755,1410.62,0.42186747,10.46
1600,Right,No,No,4,93.588,10.062,13.163,1382.73,0.83746015,7.97
1601,Right,No,No,4,92.174,13.127,14.443,1249.5,0.62796406,7.66
1602,Right,No,No,5,91.053,10.583,10.057,1449.47,0.55659282,6.74
1603,Right,No,No,3,92.906,8.848,9.218,1451.86,0.99369693,9.06
1604,Right,No,No,5,92.832,11.94,12.223,1513.27,0.96584847,7.72
1605,Left,No,No,4,93.489,9.977,9.839,1170.08,0.9681137,7.29
1606,Right,No,No,4,93.916,11.181,10.517,594.982,0.66839116,8.44
1607,Right,No,No,3,94.268,9.097,10.797,1379.45,0.97095169,10.08
1608,Right,No,No,5,94.831,11.554,14.442,1040.58,0.93936213,8.18
1609,Right,No,No,3,93.873,11.654,14.525,865.718,0.06069058,10.01
1610,Right,No,No,4,91.815,11.97,15.607,1025.25,0.74426777,6.37
1611,Right,Yes,No,2,93.783,11.33,14.199,1343.85,0.51938518,10.02
1612,Right,No,Yes,3,92.549,9.549,8.45,1403.63,0.72986935,9.38
1613,Left,No,No,3,95.244,9.523,10.506,1207.24,0.64579381,7.99
1614,Right,No,No,4,91.141,10.988,11.619,1225.69,0.64974032,6.53
1615,Right,No,No,3,93.569,9.367,11.417,1592.75,0.48644273,9.31
1616,Right,No,No,3,92.962,10.236,11.228,1326.92,0.57895272,7.23
1617,Right,No,No,4,93.032,13.248,16.622,1282.78,0.80788276,6.18
1618,Right,No,No,3,92.027,11.589,11.785,1352.48,0.20958433,11.57
1619,Left,No,No,5,94.258,12.247,14.973,1331.17,0.17390393,9.17
1620,Left,No,No,5,95.098,11.654,15.819,885.037,0.29147864,7.79
1621,Left,No,No,4,92.831,9.429,11.795,1759.66,0.77003821,9.21
1622,Right,No,No,4,91.906,12.297,14.13,695.151,0.46695938,6.36
1623,Left,No,No,4,93.66,10.578,11.695,1505.55,0.24589807,7.06
1624,Left,No,No,4,93.177,15.12,17.769,663.472,0.38611428,8.37
1625,Right,No,No,3,92.394,11.609,13.447,1307.47,0.14617504,8.32
1626,Left,No,No,5,93.464,12.164,15.365,1190.41,0.64264542,5.66
1627,Right,No,No,5,90.986,11.695,13.248,1376.96,0.73623915,3.91
1628,Right,No,No,4,92.362,11.017,15.686,1754.94,0.93062182,8.94
1629,Right,No,No,4,89.426,12.334,13.286,1257.26,0.65286406,7.31
1630,Right,No,No,3,91.643,8.753,9.032,1250.59,0.61090794,7.86
1631,Right,No,No,4,97.489,10.134,11.814,939.767,0.9413686,9.82
1632,Right,No,No,5,92.109,11.211,12.47,1003.71,0.43310679,6.98
1633,Right,No,No,3,92.846,9.932,10.912,1271.19,0.72759941,8.99
1634,Right,No,No,4,91.563,13.899,17.964,1201.01,0.2822734,8.53
1635,Left,No,No,4,96.75,11.303,14.109,938.901,0.96374745,10.96
1636,Right,Yes,No,2,93.71,9.291,9.244,1507.28,0.10250857,10.47
1637,Left,No,No,5,91.577,12.193,13.539,1234.53,0.48241911,8.25
1638,Right,Yes,Yes,3,92.248,11.288,13.008,1309.78,0.54555962,10.24
1639,Right,No,No,6,91.28,13.786,14.67,1121.99,0.90548074,3.32
1640,Right,No,No,4,92.156,12.289,15.684,1158.52,0.81164144,9.58
1641,Right,No,No,3,91.867,12.207,13.548,968.826,0.35572255,8.86
1642,Right,Yes,No,5,93.378,12.124,14.458,1223.88,0.58470823,6.17
1643,Right,No,No,4,91.011,9.971,9.807,1255.97,0.20650122,7.45
1644,Right,No,Yes,3,92.424,9.589,8.449,832.082,0.3113879,8.06
1645,Left,No,No,5,91.555,11.552,10.485,800.183,0.98001077,7.5
1646,Right,Yes,Yes,3,90.258,13.726,15.396,1230.86,0.75856233,6.58
1647,Right,Yes,Yes,3,92.35,11.732,13.56,1525.11,0.82174092,9.6
1648,Right,No,No,3,95.715,9.772,12.372,1543.61,0.83612248,11.8
1649,Left,No,No,4,91.23,12.724,13.156,689.64,0.69107426,8.05
1650,Left,No,No,5,94.01,10.023,10.314,1289.73,0.11663628,8.27
1651,Right,No,No,4,91.41,12.958,15.435,1301.78,0.73843878,9.27
1652,Left,No,No,4,94.83,8.951,10.523,1779.34,0.18926016,7.51
1653,Left,No,No,3,92.348,11.184,13.168,980.307,0.464229,8.58
1654,Right,No,No,5,94.564,12.023,16.572,1173.41,0.2071588,8.76
1655,Right,No,No,5,89.36,11.632,13.361,972.728,0.16823778,6.64
1656,Right,No,No,4,91.347,12.973,15.766,1021.72,0.3244421,5.13
1657,Right,No,No,4,94.431,9.637,11.141,1091.39,0.83202594,9.19
1658,Right,No,No,5,93.821,12.223,15.554,1320.8,0.36918111,6.34
1659,Right,Yes,Yes,2,95.588,10.897,11.701,1158.35,0.78463566,11.25
1660,Right,No,No,3,94.13,9.64,10.373,1741.66,0.7755324,9.54
1661,Right,Yes,No,4,89.693,13.921,15.719,1233.29,0.36652267,7.18
1662,Right,No,No,3,91.417,11.703,12.382,1521.35,0.54651782,8.82
1663,Right,Yes,No,2,93.073,7.89,8.203,1372.68,0.38242118,9.91
1664,Right,No,No,4,90.888,11.057,11.183,1046.2,0.80043821,7.66
1665,Right,No,Yes,5,91.676,12.299,11.106,952.555,0.35306061,4.97
1666,Right,Yes,Yes,3,93.384,9.048,9.403,1631.86,0.42921294,8.86
1667,Left,No,No,5,94.128,11.727,13.935,1312.13,0.76582544,8.45
1668,Right,No,Yes,3,93.187,10.741,11.301,1417.73,0.35105335,5.61
1669,Right,Yes,No,2,94.643,10.228,13.275,1833.64,0.47260973,9.04
1670,Right,No,No,4,93.961,7.428,7.109,1322.53,0.14839129,10.65
1671,Right,No,No,4,91.13,12.717,14.741,785.971,0.98346994,7.04
1672,Left,No,No,4,94.161,14.169,19.244,928.703,0.97446062,9.7
1673,Right,Yes,Yes,2,94.808,11.443,14.56,1222.82,0.54148974,10.88
1674,Right,Yes,Yes,2,93.455,10.17,11.081,1420.44,0.14185369,11.31
1675,Right,No,No,2,90.578,11.661,11.598,1189.95,0.43831093,7.93
1676,Left,No,No,4,94.583,10.689,12.213,1324.15,0.5099203,9.39
1677,Right,No,No,3,93.35,12.201,13.927,799.459,0.95266929,8.74
1678,Right,No,No,5,92.422,11.492,14.3,1355.21,0.95502555,9.02
1679,Right,Yes,No,5,96.118,9.806,12.145,1480.37,0.02029293,8.18
1680,Right,Yes,Yes,3,97.428,11.032,12.636,782.746,0.53355849,7.21
1681,Right,Yes,No,3,91.427,10.893,11.769,973.529,0.08931048,8.77
1682,Left,No,No,4,96.801,8.531,9.007,1085.98,0.21485586,8.56
1683,Right,No,No,3,93.002,10.96,13.746,1542.07,0.64440418,8.97
1684,Right,No,No,4,95.606,8.61,12.228,1833.32,0.88648208,10.24
1685,Right,Yes,Yes,4,91.198,12.205,15.879,1807.32,0.41754809,7.34
1686,Right,Yes,No,4,87.633,11.909,11.025,582.203,0.2371109,8.08
1687,Right,Yes,No,4,92.659,10.679,10.751,1294.71,0.19203214,7.43
1688,Right,Yes,Yes,3,94.863,12.014,15.571,881.031,0.19716322,8.11
1689,Left,No,No,2,92.945,12.816,14.068,906.051,0.57652466,8.7
1690,Right,Yes,No,2,92.562,9.955,10.25,1437.13,0.04628501,8.8
1691,Right,Yes,No,3,94.314,8.26,9.171,1302.56,0.00385509,11.11
1692,Right,No,No,4,92.127,13.477,16.263,1474.51,0.71557505,7.57
1693,Right,No,No,3,93.083,9.956,11.39,1580.5,0.68573526,11.03
1694,Right,Yes,No,3,96.175,10.067,11.472,1174.19,0.42553829,10.27
1695,Right,Yes,Yes,2,96.827,10.021,11.188,1213.01,0.86279273,9.43
1696,Left,No,No,5,96.202,8.703,10.663,1390.27,0.59378622,7.27
1697,Right,No,No,3,93.799,9.577,10.688,1575.57,0.20539865,9.12
1698,Right,Yes,No,3,94.259,7.771,9.39,1141.64,0.71123742,8.86
1699,Left,No,No,3,96.544,9.051,11.65,1292.13,0.8334147,9.94
1700,Right,No,No,4,91.876,10.346,12.336,1452.79,0.88486336,7.86
1701,Right,No,No,3,92.767,10.487,9.725,966.694,0.64982469,9.6
1702,Right,No,No,2,91.806,9.622,10.292,1577.84,0.08122388,10.24
1703,Left,No,No,4,94.686,10.001,10.479,1561.16,0.22766888,9.3
1704,Right,No,No,5,92.008,13.482,15.328,1217.28,0.51146009,7.38
1705,Right,Yes,Yes,3,96.699,10.863,16.458,1662.06,0.38070461,10.18
1706,Right,Yes,Yes,3,92.458,11.134,14.378,1481.96,0.28557294,8.92
1707,Right,No,No,3,92.799,9.555,10.936,1386.64,0.05614721,7.82
1708,Right,No,Yes,3,92.154,9.389,6.402,795.015,0.77383132,5.87
1709,Right,No,No,4,94.157,11.849,13.108,1597.82,0.64730933,7.87
1710,Right,Yes,Yes,3,92.488,11.416,13.41,1366.32,0.37305146,10.19
1711,Left,No,No,4,94.142,10.917,12.61,1218.95,0.31370695,7.29
1712,Right,No,No,5,94.368,10.7,13.094,1632.29,0.01348569,10.24
1713,Right,No,No,4,96.576,11.445,14.845,1156.34,0.14636704,10.99
1714,Left,No,No,4,92.99,8.638,9.207,1199.72,0.78477563,7.63
1715,Right,No,No,4,91.846,11.579,13.537,1496.07,0.64273406,6.34
1716,Right,No,No,5,95.125,8.97,10.821,1641.31,0.70393839,7.68
1717,Right,No,No,4,93.81,14.026,18.675,1294.71,0.87183004,8.74
1718,Right,Yes,Yes,4,93.271,11.375,13.281,1258.73,0.85108607,9.54
1719,Right,No,No,4,92.304,10.895,12.049,1258.63,0.41189151,6.97
1720,Right,No,No,3,92.643,10.797,12.062,1273.75,0.66798853,7.58
1721,Right,Yes,Yes,4,91.395,11.71,12.634,1381.83,0.65765526,8.19
1722,Right,No,No,2,93.742,9.787,9.926,1511.91,0.16379033,11.86
1723,Right,No,No,4,93.519,10.368,12.329,1112.87,0.38402607,6.76
1724,Right,Yes,Yes,2,94.724,11.838,11.502,790.793,0.40694207,9.48
1725,Right,No,No,4,91.48,10.998,10.379,1465.99,0.51200337,6.28
1726,Left,No,No,6,90.608,13.338,15.005,587.404,0.49795712,7.34
1727,Right,Yes,Yes,4,94.41,11.493,14.957,1138.47,0.76743201,8.87
1728,Right,No,No,5,90.43,12.034,14.489,1189.65,0.48775926,6.5
1729,Left,No,No,6,92.77,12.037,13.046,837.657,0.36264879,5.67
1730,Right,No,No,3,92.19,11.489,13.799,1016.68,0.02676214,9.53
1731,Left,No,No,5,91.233,10.915,10.611,1368.46,0.49135861,6.96
1732,Right,No,No,4,91.427,12.665,15.408,1504.76,0.69311416,7.43
1733,Right,No,No,3,94.947,10.455,9.698,899.218,0.06598532,10.4
1734,Left,No,No,5,91.988,11.843,12.329,1265.82,0.39430642,6.54
1735,Right,No,No,6,91.623,13.307,15.947,903.077,0.5851326,4.81
1736,Right,No,No,3,94.738,11.004,14.546,1292.49,0.21920669,8.91
1737,Right,Yes,No,4,94.91,11.953,14.288,1232.93,0.80761518,8.93
1738,Right,Yes,No,6,89.825,10.738,12.669,1355.11,0.09580381,5.34
1739,Left,No,No,4,94.356,9.873,11.714,1094.99,0.32020675,7.23
1740,Right,Yes,Yes,2,93.833,9.89,11.062,1284.67,0.92181552,7.89
1741,Right,No,Yes,3,92.846,8.608,8.152,1463.66,0.59495825,7.54
1742,Right,No,No,4,91.931,11.862,14.237,1229.6,0.78229851,8.35
1743,Right,No,No,3,90.502,11.077,11.507,1539.07,0.98857476,9.12
1744,Left,No,No,6,91.806,10.337,12.758,1361.8,0.18833637,6.76
1745,Right,No,No,4,91.817,12.722,14.574,1288.19,0.0447242,7.6
1746,Right,Yes,Yes,3,95.624,12.961,18.003,1176.83,0.29991378,11.54
1747,Right,No,No,4,91.475,13.439,15.554,1409.86,0.40498814,9.63
1748,Right,No,Yes,3,93.128,12.088,11.294,1184.48,0.72078093,7.69
1749,Right,No,No,5,92.505,11.018,11.293,1180.38,0.02681865,7.2
1750,Right,Yes,Yes,4,92.708,10.987,12.017,1521.85,0.94542751,7.8
1751,Left,No,No,4,93.805,11.023,11.279,1664.09,0.18549479,7.74
1752,Right,No,No,3,96.039,9.175,8.494,1444.78,0.13890385,9.61
1753,Right,No,No,4,91.15,9.546,11.462,1712.17,0.69218514,6.81
1754,Left,No,No,4,91.099,12.057,13.656,1391.89,0.13619378,7.1
1755,Right,No,No,4,94.56,11.023,13.232,1454.02,0.37920513,7.81
1756,Right,No,No,3,92.106,11.322,14.076,1389.86,0.1383031,9.04
1757,Right,No,No,5,91.306,11.433,13.397,1568.17,0.46374509,7.96
1758,Right,No,No,3,91.621,10.858,11.754,1341.37,0.42691969,9.71
1759,Right,No,No,5,93.975,13.186,14.997,967.777,0.46568897,8.59
1760,Left,No,No,5,95.456,10.847,13.992,1301.99,0.97704018,9.02
1761,Left,No,No,3,90.396,10.343,10.516,1006.25,0.9753233,8.06
1762,Right,Yes,Yes,2,95.385,7.372,9.238,1515.37,0.37400758,10.58
1763,Right,Yes,No,3,92.35,9.939,8.965,920.867,0.69214384,10.72
1764,Left,No,No,5,94.635,11.093,12.403,699.638,0.32060152,8.62
1765,Right,Yes,No,3,94.483,12.647,15.066,1385.77,0.98183853,9.04
1766,Right,No,No,2,91.713,10.842,9.419,1171.98,0.34002585,10.11
1767,Right,No,No,3,92.071,11.226,11.557,1003.66,0.29110565,8.88
1768,Right,Yes,No,3,91.91,10.141,7.875,1072.64,0.96474118,5.97
1769,Left,No,No,4,92.55,9.909,11.688,1378.73,0.00716379,7.75
1770,Right,Yes,Yes,3,93.237,11.457,13.809,1166.62,0.32397239,9.88
1771,Right,No,No,3,91.264,10.249,10.235,1149.43,0.61295496,8.9
1772,Right,No,No,3,91.547,12.547,14.556,1001.5,0.53201358,8.55
1773,Right,No,No,3,95.107,10.234,10.402,1423.19,0.26046687,11.56
1774,Right,No,No,4,93.48,10.24,11.991,1356.82,0.09148351,7.48
1775,Right,No,No,4,93.827,11.909,14.207,1523.77,0.43871924,8.46
1776,Left,No,No,3,92.852,8.099,8.565,1235.16,0.8048741,10.51
1777,Right,No,No,4,92.698,10.579,12.386,1180.89,0.09387478,6.76
1778,Right,No,No,3,92.763,9.425,9.308,1295.25,0.36464409,8.44
1779,Right,Yes,No,3,95.703,7.095,8.178,1322.62,0.69325218,8.81
1780,Left,No,No,3,95.307,9.662,10.542,1409.67,0.48375391,9.25
1781,Right,No,No,5,90.427,11.455,10.823,916.145,0.95244048,7.51
